achat_id,client_id,produit,categorie,quantite,prix_unitaire,montant_total,date_achat,statut,mode_paiement
4124,114,Clavier Mécanique,Accessoires,1,140.69,140.69,2025-06-05,livré,carte
4125,124,Coque Protection,Accessoires,3,29.8,89.4,2025-01-19,livré,carte
4126,22,Support Laptop,Accessoires,1,49.82,49.82,2025-04-08,livré,virement
4127,120,Coque Protection,Accessoires,1,30.61,30.61,2024-04-13,livré,paypal
4128,989,Tablette Air,Électronique,1,562.26,562.26,2024-11-05,livré,paypal
4129,73,Routeur WiFi 6,Réseau,1,150.47,150.47,2025-04-26,en cours,carte
4130,211,Imprimante Laser,Électronique,1,253.7,253.7,2025-07-07,livré,carte
4131,1375,Clavier Mécanique,Accessoires,1,124.72,124.72,2024-04-13,livré,paypal
4132,110,Hub USB,Accessoires,1,61.06,61.06,2024-05-14,livré,paypal
4133,60,Casque Audio Pro,Audio,1,293.2,293.2,2025-10-14,livré,virement
4134,145,Écran 27 pouces,Électronique,1,378.35,378.35,2025-11-25,livré,carte
4135,235,Casque Audio Pro,Audio,1,273.18,273.18,2025-12-21,en cours,carte
4136,766,Routeur WiFi 6,Réseau,1,140.63,140.63,2024-11-14,en cours,carte
4137,952,Laptop Pro,Électronique,1,1215.53,1215.53,2025-07-23,livré,carte
4138,64,Coque Protection,Accessoires,2,31.68,63.36,2024-05-01,livré,carte
4139,8,Montre Connectée,Électronique,1,344.63,344.63,2024-04-13,annulé,carte
4140,1045,Hub USB,Accessoires,1,57.31,57.31,2025-08-05,livré,carte
4141,1236,Webcam HD,Accessoires,1,98.87,98.87,2025-05-26,en cours,carte
4142,611,Souris Gaming,Accessoires,1,81.93,81.93,2024-04-13,livré,carte
4143,919,Webcam HD,Accessoires,3,86.86,260.58,2024-10-25,livré,paypal
4144,520,Coque Protection,Accessoires,1,31.62,31.62,2024-04-05,annulé,carte
4145,42,Tablette Air,Électronique,1,648.87,648.87,2025-11-17,livré,carte
4146,501,Souris Gaming,Accessoires,1,77.28,77.28,2024-02-19,en cours,virement
4147,1160,Enceinte Bluetooth,Audio,1,75.52,75.52,2025-04-15,en cours,paypal
4148,127,Tablette Air,Électronique,3,623.9,1871.7,2024-02-12,livré,carte
4149,1025,Hub USB,Accessoires,3,64.71,194.13,2024-04-28,livré,carte
4150,98,Laptop Pro,Électronique,1,1420.41,1420.41,2024-09-26,livré,virement
4151,1300,Routeur WiFi 6,Réseau,1,141.26,141.26,2025-07-15,livré,paypal
4152,237,Routeur WiFi 6,Réseau,1,159.97,159.97,2025-02-09,livré,paypal
4153,893,Smartphone X,Électronique,1,860.36,860.36,2024-12-04,livré,carte
4154,1344,Enceinte Bluetooth,Audio,2,79.27,158.54,2024-07-19,annulé,carte
4155,1309,Écran 27 pouces,Électronique,2,363.56,727.12,2025-11-26,livré,carte
4156,108,Hub USB,Accessoires,1,63.05,63.05,2025-07-18,livré,carte
4157,697,Écouteurs Sans Fil,Électronique,2,192.08,384.16,2024-06-24,livré,virement
4158,1202,Disque SSD 2To,Stockage,2,208.35,416.7,2024-08-21,annulé,carte
4159,1109,Tablette Air,Électronique,5,586.43,2932.15,2024-06-08,livré,carte
4160,14,Hub USB,Accessoires,1,64.17,64.17,2024-10-23,livré,virement
4161,613,Écran 27 pouces,Électronique,1,369.38,369.38,2024-06-20,livré,carte
4162,1180,Écran 27 pouces,Électronique,1,430.48,430.48,2024-01-29,livré,carte
4163,720,Support Laptop,Accessoires,1,46.49,46.49,2024-05-29,en cours,paypal
4164,100,Enceinte Bluetooth,Audio,1,80.1,80.1,2025-05-09,livré,carte
4165,1188,Laptop Pro,Électronique,1,1237.02,1237.02,2025-05-20,annulé,paypal
4166,715,Support Laptop,Accessoires,1,49.33,49.33,2024-08-27,annulé,virement
4167,373,Support Laptop,Accessoires,1,50.18,50.18,2025-02-03,livré,virement
4168,1280,Hub USB,Accessoires,3,64.67,194.01,2024-05-08,livré,virement
4169,84,Souris Gaming,Accessoires,1,86.28,86.28,2025-08-15,livré,carte
4170,1018,Hub USB,Accessoires,1,64.54,64.54,2024-05-27,livré,carte
4171,175,Smartphone X,Électronique,4,946.66,3786.64,2024-03-25,livré,carte
4172,108,Clavier Mécanique,Accessoires,1,137.61,137.61,2024-02-05,livré,virement
4173,1338,Clavier Mécanique,Accessoires,1,121.25,121.25,2025-03-03,livré,carte
4174,37,Souris Gaming,Accessoires,1,86.85,86.85,2024-11-03,livré,carte
4175,822,Laptop Pro,Électronique,2,1417.49,2834.98,2025-02-06,livré,virement
4176,530,Webcam HD,Accessoires,1,81.03,81.03,2025-11-23,en cours,carte
4177,391,Câble USB-C,Accessoires,1,21.51,21.51,2025-10-09,livré,carte
4178,186,Montre Connectée,Électronique,1,331.96,331.96,2025-03-16,annulé,carte
4179,98,Disque SSD 1To,Stockage,1,118.48,118.48,2024-09-14,en cours,carte
4180,123,Câble USB-C,Accessoires,1,18.46,18.46,2024-04-27,en cours,virement
4181,525,Clavier Mécanique,Accessoires,1,142.03,142.03,2025-03-30,livré,virement
4182,664,Webcam HD,Accessoires,4,88.37,353.48,2024-10-20,livré,carte
4183,62,Écran 27 pouces,Électronique,1,437.66,437.66,2024-02-01,livré,virement
4184,915,Routeur WiFi 6,Réseau,1,155.35,155.35,2025-09-12,livré,carte
4185,267,Clavier Mécanique,Accessoires,1,140.07,140.07,2024-06-09,livré,carte
4186,191,Casque Audio Pro,Audio,4,324.2,1296.8,2025-09-30,en cours,paypal
4187,428,Enceinte Bluetooth,Audio,2,82.58,165.16,2026-01-16,en cours,paypal
4188,992,Clavier Mécanique,Accessoires,3,130.49,391.47,2024-10-01,livré,carte
4189,41,Disque SSD 2To,Stockage,1,201.28,201.28,2024-10-24,livré,virement
4190,971,Enceinte Bluetooth,Audio,1,76.8,76.8,2025-08-20,livré,carte
4191,47,Routeur WiFi 6,Réseau,1,135.19,135.19,2025-09-03,livré,carte
4192,1437,Smartphone X,Électronique,1,897.77,897.77,2025-07-11,livré,carte
4193,6,Montre Connectée,Électronique,1,366.13,366.13,2024-01-20,annulé,carte
4194,126,Chargeur Rapide,Accessoires,1,43.57,43.57,2025-11-30,livré,paypal
4195,128,Casque Audio Pro,Audio,1,321.88,321.88,2025-06-26,livré,carte
4196,552,Coque Protection,Accessoires,1,32.24,32.24,2025-03-10,livré,carte
4197,729,Clavier Mécanique,Accessoires,1,134.68,134.68,2024-09-28,livré,carte
4198,14,Webcam HD,Accessoires,3,88.16,264.48,2025-08-11,livré,virement
4199,700,Disque SSD 2To,Stockage,2,206.41,412.82,2025-03-21,livré,carte
4200,96,Imprimante Laser,Électronique,4,232.08,928.32,2025-09-12,livré,virement
4201,137,Laptop Pro,Électronique,1,1376.85,1376.85,2025-08-09,livré,carte
4202,1218,Montre Connectée,Électronique,1,343.08,343.08,2024-07-05,livré,carte
4203,1089,Câble USB-C,Accessoires,1,18.39,18.39,2024-12-16,annulé,paypal
4204,94,Smartphone X,Électronique,2,911.78,1823.56,2024-05-02,livré,virement
4205,990,Montre Connectée,Électronique,1,324.03,324.03,2024-06-07,livré,virement
4206,31,Routeur WiFi 6,Réseau,1,156.7,156.7,2025-12-03,livré,carte
4207,39,Enceinte Bluetooth,Audio,1,72.05,72.05,2025-02-24,livré,virement
4208,405,Écran 27 pouces,Électronique,1,400.43,400.43,2025-02-17,en cours,carte
4209,1294,Chargeur Rapide,Accessoires,3,42.47,127.41,2024-10-29,livré,paypal
4210,1238,Hub USB,Accessoires,1,61.21,61.21,2025-07-30,livré,paypal
4211,942,Disque SSD 2To,Stockage,1,175.2,175.2,2024-04-24,livré,carte
4212,120,Webcam HD,Accessoires,1,83.84,83.84,2025-09-29,livré,carte
4213,1060,Routeur WiFi 6,Réseau,1,137.09,137.09,2024-07-27,livré,virement
4214,963,Hub USB,Accessoires,1,65.08,65.08,2024-03-14,livré,paypal
4215,529,Disque SSD 2To,Stockage,1,182.61,182.61,2025-07-15,annulé,carte
4216,1276,Hub USB,Accessoires,1,55.97,55.97,2024-05-13,livré,carte
4217,692,Coque Protection,Accessoires,2,32.1,64.2,2024-05-01,livré,virement
4218,1327,Smartphone X,Électronique,2,920.4,1840.8,2025-01-06,en cours,carte
4219,464,Disque SSD 1To,Stockage,3,113.23,339.69,2024-02-28,annulé,carte
4220,121,Enceinte Bluetooth,Audio,3,87.37,262.11,2024-04-18,annulé,carte
4221,1163,Disque SSD 2To,Stockage,1,173.49,173.49,2025-04-13,annulé,carte
4222,979,Support Laptop,Accessoires,1,53.78,53.78,2025-01-04,livré,paypal
4223,1422,Montre Connectée,Électronique,1,333.31,333.31,2025-03-02,livré,carte
4224,60,Smartphone X,Électronique,1,825.21,825.21,2024-08-10,livré,carte
4225,1391,Câble USB-C,Accessoires,1,18.96,18.96,2024-05-20,annulé,carte
4226,378,Clavier Mécanique,Accessoires,1,140.69,140.69,2025-04-16,livré,paypal
4227,673,Support Laptop,Accessoires,1,52.87,52.87,2024-12-08,livré,carte
4228,258,Casque Audio Pro,Audio,2,283.04,566.08,2025-06-30,livré,virement
4229,559,Hub USB,Accessoires,2,55.95,111.9,2024-03-22,en cours,virement
4230,1326,Câble USB-C,Accessoires,1,20.73,20.73,2024-11-26,annulé,paypal
4231,169,Chargeur Rapide,Accessoires,1,40.75,40.75,2025-03-26,livré,carte
4232,335,Disque SSD 2To,Stockage,1,200.61,200.61,2024-11-16,livré,carte
4233,52,Montre Connectée,Électronique,1,316.1,316.1,2024-04-24,livré,carte
4234,929,Support Laptop,Accessoires,1,53.4,53.4,2025-10-09,livré,carte
4235,129,Écran 27 pouces,Électronique,1,418.99,418.99,2025-02-11,livré,carte
4236,14,Disque SSD 2To,Stockage,1,180.44,180.44,2025-12-10,livré,virement
4237,295,Smartphone X,Électronique,2,889.71,1779.42,2024-04-07,livré,carte
4238,461,Casque Audio Pro,Audio,1,327.35,327.35,2024-09-09,annulé,virement
4239,40,Disque SSD 1To,Stockage,1,103.65,103.65,2025-12-16,annulé,virement
4240,1411,Chargeur Rapide,Accessoires,1,39.74,39.74,2024-05-14,annulé,carte
4241,406,Webcam HD,Accessoires,2,95.86,191.72,2025-10-23,livré,carte
4242,124,Webcam HD,Accessoires,1,85.46,85.46,2025-04-25,annulé,carte
4243,59,Support Laptop,Accessoires,1,53.44,53.44,2024-01-25,livré,carte
4244,520,Laptop Pro,Électronique,1,1310.06,1310.06,2025-06-15,livré,paypal
4245,62,Webcam HD,Accessoires,1,86.83,86.83,2025-10-14,livré,paypal
4246,64,Montre Connectée,Électronique,1,372.31,372.31,2024-02-12,livré,carte
4247,731,Câble USB-C,Accessoires,1,19.98,19.98,2024-03-02,en cours,carte
4248,1431,Smartphone X,Électronique,1,837.41,837.41,2024-02-01,annulé,carte
4249,806,Disque SSD 2To,Stockage,1,193.55,193.55,2024-10-11,livré,carte
4250,180,Montre Connectée,Électronique,1,350.74,350.74,2025-11-11,livré,paypal
4251,155,Enceinte Bluetooth,Audio,1,75.98,75.98,2025-12-19,annulé,carte
4252,716,Webcam HD,Accessoires,2,86.57,173.14,2025-03-07,livré,carte
4253,964,Écouteurs Sans Fil,Électronique,1,199.88,199.88,2025-08-03,livré,carte
4254,249,Coque Protection,Accessoires,1,28.37,28.37,2024-12-15,en cours,carte
4255,839,Webcam HD,Accessoires,1,95.1,95.1,2024-11-24,livré,paypal
4256,20,Routeur WiFi 6,Réseau,1,161.74,161.74,2025-08-17,annulé,paypal
4257,34,Laptop Pro,Électronique,3,1170.19,3510.57,2025-04-19,livré,carte
4258,593,Montre Connectée,Électronique,1,357.49,357.49,2024-10-17,annulé,paypal
4259,735,Support Laptop,Accessoires,1,49.6,49.6,2025-03-26,livré,carte
4260,56,Support Laptop,Accessoires,1,54.32,54.32,2025-08-10,livré,virement
4261,12,Tablette Air,Électronique,3,631.82,1895.46,2024-09-30,livré,carte
4262,444,Casque Audio Pro,Audio,1,319.85,319.85,2024-08-15,en cours,virement
4263,1102,Casque Audio Pro,Audio,1,286.85,286.85,2025-09-27,livré,carte
4264,498,Routeur WiFi 6,Réseau,1,147.22,147.22,2025-12-11,en cours,paypal
4265,722,Tablette Air,Électronique,1,622.2,622.2,2024-07-21,livré,virement
4266,90,Smartphone X,Électronique,1,878.72,878.72,2025-09-26,livré,virement
4267,329,Coque Protection,Accessoires,1,30.13,30.13,2024-04-29,livré,paypal
4268,1464,Écran 27 pouces,Électronique,1,360.13,360.13,2025-09-03,annulé,virement
4269,75,Hub USB,Accessoires,1,56.31,56.31,2024-12-22,livré,carte
4270,37,Hub USB,Accessoires,1,62.72,62.72,2024-01-21,annulé,carte
4271,455,Smartphone X,Électronique,2,918.65,1837.3,2024-02-21,en cours,virement
4272,1167,Chargeur Rapide,Accessoires,1,38.03,38.03,2024-03-03,livré,virement
4273,844,Hub USB,Accessoires,3,57.11,171.33,2024-04-15,livré,carte
4274,891,Coque Protection,Accessoires,1,31.33,31.33,2025-08-14,livré,carte
4275,144,Câble USB-C,Accessoires,2,21.56,43.12,2024-04-18,livré,paypal
4276,883,Smartphone X,Électronique,1,919.36,919.36,2024-06-19,livré,paypal
4277,78,Webcam HD,Accessoires,3,82.6,247.8,2025-08-31,livré,paypal
4278,38,Laptop Pro,Électronique,2,1205.01,2410.02,2025-07-11,en cours,carte
4279,439,Webcam HD,Accessoires,2,93.65,187.3,2024-11-16,livré,carte
4280,52,Écouteurs Sans Fil,Électronique,1,207.49,207.49,2024-07-06,livré,carte
4281,330,Support Laptop,Accessoires,1,47.82,47.82,2024-12-13,livré,carte
4282,27,Montre Connectée,Électronique,1,319.02,319.02,2024-08-08,livré,carte
4283,49,Smartphone X,Électronique,5,863.23,4316.15,2025-12-09,livré,virement
4284,1475,Smartphone X,Électronique,1,915.5,915.5,2025-01-11,en cours,carte
4285,1016,Coque Protection,Accessoires,1,28.41,28.41,2024-11-24,en cours,paypal
4286,97,Écouteurs Sans Fil,Électronique,1,180.52,180.52,2024-02-20,livré,carte
4287,1375,Smartphone X,Électronique,1,914.44,914.44,2024-01-29,livré,carte
4288,1260,Disque SSD 2To,Stockage,1,179.58,179.58,2024-03-31,livré,paypal
4289,1463,Disque SSD 1To,Stockage,1,120.8,120.8,2025-07-04,en cours,paypal
4290,556,Support Laptop,Accessoires,2,46.52,93.04,2024-10-13,en cours,paypal
4291,736,Écouteurs Sans Fil,Électronique,1,211.93,211.93,2024-04-07,livré,carte
4292,927,Câble USB-C,Accessoires,1,18.21,18.21,2025-03-28,livré,carte
4293,34,Webcam HD,Accessoires,3,86.16,258.48,2025-10-15,livré,paypal
4294,925,Écouteurs Sans Fil,Électronique,1,183.14,183.14,2024-04-08,livré,virement
4295,90,Disque SSD 1To,Stockage,1,110.35,110.35,2024-09-26,annulé,carte
4296,1039,Laptop Pro,Électronique,1,1277.32,1277.32,2024-03-04,livré,carte
4297,236,Clavier Mécanique,Accessoires,1,120.3,120.3,2024-03-21,en cours,virement
4298,71,Écran 27 pouces,Électronique,1,362.68,362.68,2025-01-25,en cours,paypal
4299,853,Tablette Air,Électronique,1,596.83,596.83,2024-11-13,en cours,carte
4300,578,Disque SSD 2To,Stockage,1,171.55,171.55,2024-04-03,livré,carte
4301,306,Disque SSD 1To,Stockage,1,117.39,117.39,2024-02-28,livré,carte
4302,119,Webcam HD,Accessoires,1,86.39,86.39,2025-06-23,livré,carte
4303,226,Routeur WiFi 6,Réseau,1,139.57,139.57,2024-09-18,annulé,paypal
4304,250,Disque SSD 1To,Stockage,2,112.28,224.56,2025-12-28,livré,virement
4305,785,Tablette Air,Électronique,1,594.49,594.49,2025-09-05,livré,virement
4306,255,Écouteurs Sans Fil,Électronique,2,212.16,424.32,2024-08-17,en cours,carte
4307,775,Casque Audio Pro,Audio,1,288.22,288.22,2025-12-29,livré,paypal
4308,1371,Souris Gaming,Accessoires,1,87.49,87.49,2025-12-17,livré,carte
4309,24,Souris Gaming,Accessoires,2,80.24,160.48,2025-01-13,livré,virement
4310,640,Laptop Pro,Électronique,4,1258.86,5035.44,2024-06-13,livré,carte
4311,30,Hub USB,Accessoires,3,62.01,186.03,2024-11-07,livré,carte
4312,1029,Chargeur Rapide,Accessoires,1,40.57,40.57,2024-04-12,livré,carte
4313,792,Hub USB,Accessoires,1,61.92,61.92,2024-06-11,en cours,paypal
4314,142,Laptop Pro,Électronique,1,1238.29,1238.29,2024-02-01,livré,paypal
4315,122,Montre Connectée,Électronique,4,325.66,1302.64,2024-12-03,livré,paypal
4316,112,Hub USB,Accessoires,2,54.32,108.64,2024-10-01,livré,paypal
4317,149,Casque Audio Pro,Audio,3,301.51,904.53,2025-10-09,livré,virement
4318,506,Casque Audio Pro,Audio,1,283.72,283.72,2025-05-28,annulé,virement
4319,48,Coque Protection,Accessoires,4,27.42,109.68,2024-12-11,livré,carte
4320,110,Hub USB,Accessoires,1,65.27,65.27,2025-06-17,annulé,virement
4321,126,Coque Protection,Accessoires,1,31.1,31.1,2025-03-30,livré,carte
4322,137,Casque Audio Pro,Audio,1,289.93,289.93,2025-01-16,livré,carte
4323,58,Coque Protection,Accessoires,1,32.58,32.58,2024-06-17,livré,carte
4324,75,Imprimante Laser,Électronique,1,254.96,254.96,2025-03-05,en cours,paypal
4325,1303,Enceinte Bluetooth,Audio,2,81.44,162.88,2024-09-19,en cours,carte
4326,958,Laptop Pro,Électronique,3,1234.07,3702.21,2026-01-19,livré,carte
4327,934,Hub USB,Accessoires,1,54.85,54.85,2025-08-29,livré,carte
4328,642,Enceinte Bluetooth,Audio,3,81.52,244.56,2025-08-09,livré,carte
4329,212,Écouteurs Sans Fil,Électronique,4,182.95,731.8,2025-04-07,livré,virement
4330,867,Smartphone X,Électronique,5,860.04,4300.2,2024-05-13,livré,carte
4331,549,Disque SSD 2To,Stockage,1,206.89,206.89,2025-09-03,livré,carte
4332,867,Hub USB,Accessoires,1,56.78,56.78,2025-12-06,annulé,virement
4333,1157,Support Laptop,Accessoires,5,54.25,271.25,2025-11-23,livré,carte
4334,28,Écran 27 pouces,Électronique,2,362.11,724.22,2025-09-23,livré,carte
4335,3,Smartphone X,Électronique,1,935.04,935.04,2025-10-31,en cours,virement
4336,104,Chargeur Rapide,Accessoires,1,39.08,39.08,2024-12-04,livré,virement
4337,935,Webcam HD,Accessoires,1,89.17,89.17,2024-05-07,en cours,carte
4338,1423,Montre Connectée,Électronique,1,349.66,349.66,2024-10-04,annulé,carte
4339,402,Routeur WiFi 6,Réseau,2,160.36,320.72,2024-03-06,livré,carte
4340,499,Casque Audio Pro,Audio,1,298.74,298.74,2024-07-13,livré,virement
4341,190,Disque SSD 1To,Stockage,2,120.79,241.58,2024-04-30,livré,carte
4342,255,Écran 27 pouces,Électronique,3,391.23,1173.69,2025-10-05,livré,paypal
4343,94,Routeur WiFi 6,Réseau,1,149.32,149.32,2024-02-02,livré,carte
4344,257,Écouteurs Sans Fil,Électronique,3,184.85,554.55,2024-03-02,livré,carte
4345,143,Casque Audio Pro,Audio,1,322.6,322.6,2024-08-01,livré,paypal
4346,428,Enceinte Bluetooth,Audio,1,81.53,81.53,2024-11-18,livré,carte
4347,1358,Câble USB-C,Accessoires,1,18.01,18.01,2024-04-02,livré,virement
4348,514,Montre Connectée,Électronique,1,373.78,373.78,2025-12-25,livré,virement
4349,815,Enceinte Bluetooth,Audio,4,77.78,311.12,2025-04-22,livré,virement
4350,1329,Smartphone X,Électronique,1,921.79,921.79,2024-02-07,livré,paypal
4351,15,Smartphone X,Électronique,1,951.07,951.07,2024-03-09,livré,carte
4352,84,Support Laptop,Accessoires,1,45.69,45.69,2024-04-14,en cours,paypal
4353,67,Disque SSD 1To,Stockage,4,115.42,461.68,2024-12-11,annulé,virement
4354,23,Webcam HD,Accessoires,1,93.1,93.1,2025-01-09,en cours,virement
4355,50,Imprimante Laser,Électronique,3,258.29,774.87,2024-12-26,livré,virement
4356,1394,Routeur WiFi 6,Réseau,3,149.33,447.99,2025-11-18,livré,carte
4357,68,Disque SSD 1To,Stockage,1,109.85,109.85,2024-02-16,livré,carte
4358,846,Chargeur Rapide,Accessoires,4,41.79,167.16,2025-07-20,livré,virement
4359,19,Imprimante Laser,Électronique,1,268.93,268.93,2024-07-30,livré,paypal
4360,21,Imprimante Laser,Électronique,2,244.87,489.74,2024-07-10,livré,carte
4361,130,Webcam HD,Accessoires,2,83.79,167.58,2025-08-03,livré,carte
4362,1414,Support Laptop,Accessoires,1,49.23,49.23,2025-02-26,livré,carte
4363,1249,Enceinte Bluetooth,Audio,1,85.55,85.55,2025-09-10,livré,carte
4364,63,Montre Connectée,Électronique,1,355.41,355.41,2025-03-06,livré,virement
4365,1349,Clavier Mécanique,Accessoires,4,120.63,482.52,2025-06-14,en cours,carte
4366,1301,Coque Protection,Accessoires,2,32.46,64.92,2025-06-20,livré,paypal
4367,493,Hub USB,Accessoires,1,61.25,61.25,2025-06-12,en cours,virement
4368,339,Clavier Mécanique,Accessoires,1,140.57,140.57,2025-03-14,livré,carte
4369,134,Disque SSD 1To,Stockage,2,104.45,208.9,2024-09-06,annulé,paypal
4370,1495,Routeur WiFi 6,Réseau,1,138.38,138.38,2025-05-22,livré,carte
4371,456,Webcam HD,Accessoires,1,85.63,85.63,2025-06-20,en cours,virement
4372,144,Écran 27 pouces,Électronique,1,427.26,427.26,2024-09-07,livré,carte
4373,1352,Smartphone X,Électronique,2,973.76,1947.52,2024-05-24,annulé,carte
4374,1087,Écran 27 pouces,Électronique,3,364.16,1092.48,2024-07-24,livré,virement
4375,39,Laptop Pro,Électronique,2,1239.27,2478.54,2025-04-09,livré,carte
4376,239,Support Laptop,Accessoires,1,52.23,52.23,2024-02-16,livré,paypal
4377,444,Montre Connectée,Électronique,1,350.6,350.6,2025-03-26,livré,virement
4378,359,Casque Audio Pro,Audio,1,309.46,309.46,2025-05-06,en cours,virement
4379,960,Webcam HD,Accessoires,2,98.45,196.9,2025-04-01,en cours,carte
4380,736,Écran 27 pouces,Électronique,3,385.26,1155.78,2025-01-17,livré,carte
4381,1318,Montre Connectée,Électronique,1,346.59,346.59,2025-11-17,annulé,carte
4382,123,Souris Gaming,Accessoires,5,87.4,437.0,2025-08-14,livré,carte
4383,136,Support Laptop,Accessoires,1,48.54,48.54,2025-02-09,annulé,paypal
4384,214,Écouteurs Sans Fil,Électronique,1,217.91,217.91,2025-01-14,livré,carte
4385,8,Laptop Pro,Électronique,1,1263.98,1263.98,2024-07-01,livré,carte
4386,1041,Montre Connectée,Électronique,1,326.62,326.62,2024-03-07,livré,virement
4387,120,Webcam HD,Accessoires,4,96.08,384.32,2024-12-23,livré,carte
4388,121,Imprimante Laser,Électronique,1,229.15,229.15,2024-12-05,annulé,paypal
4389,110,Chargeur Rapide,Accessoires,2,38.32,76.64,2024-04-16,livré,carte
4390,121,Montre Connectée,Électronique,1,358.19,358.19,2024-11-18,livré,virement
4391,140,Écran 27 pouces,Électronique,1,413.86,413.86,2025-04-04,livré,carte
4392,1430,Support Laptop,Accessoires,2,47.08,94.16,2025-07-21,livré,carte
4393,84,Chargeur Rapide,Accessoires,1,41.47,41.47,2024-04-03,livré,carte
4394,166,Smartphone X,Électronique,1,921.31,921.31,2025-11-13,annulé,virement
4395,1455,Montre Connectée,Électronique,1,376.39,376.39,2025-12-18,livré,carte
4396,108,Laptop Pro,Électronique,5,1205.0,6025.0,2024-05-07,livré,carte
4397,136,Webcam HD,Accessoires,1,97.27,97.27,2025-01-08,annulé,carte
4398,1311,Disque SSD 1To,Stockage,1,109.04,109.04,2025-12-16,livré,virement
4399,112,Enceinte Bluetooth,Audio,1,87.3,87.3,2025-01-08,livré,virement
4400,107,Coque Protection,Accessoires,1,29.52,29.52,2025-03-12,livré,virement
4401,1144,Écran 27 pouces,Électronique,2,384.43,768.86,2024-07-19,livré,carte
4402,521,Chargeur Rapide,Accessoires,1,38.01,38.01,2025-09-18,livré,paypal
4403,101,Disque SSD 1To,Stockage,1,99.09,99.09,2025-07-30,annulé,virement
4404,85,Routeur WiFi 6,Réseau,1,144.87,144.87,2024-12-04,annulé,carte
4405,614,Montre Connectée,Électronique,1,343.89,343.89,2024-06-22,annulé,carte
4406,1201,Montre Connectée,Électronique,1,323.32,323.32,2025-06-06,livré,carte
4407,1340,Casque Audio Pro,Audio,4,294.47,1177.88,2025-01-30,en cours,paypal
4408,50,Écouteurs Sans Fil,Électronique,1,186.49,186.49,2025-03-27,livré,carte
4409,63,Clavier Mécanique,Accessoires,1,137.61,137.61,2024-08-18,en cours,carte
4410,1123,Souris Gaming,Accessoires,5,82.36,411.8,2025-03-10,annulé,carte
4411,70,Smartphone X,Électronique,4,963.14,3852.56,2024-04-12,livré,paypal
4412,358,Câble USB-C,Accessoires,2,20.7,41.4,2025-04-10,en cours,carte
4413,28,Tablette Air,Électronique,1,579.54,579.54,2025-08-31,livré,carte
4414,1405,Support Laptop,Accessoires,2,49.62,99.24,2024-03-08,annulé,virement
4415,363,Coque Protection,Accessoires,1,27.49,27.49,2025-09-12,livré,carte
4416,39,Webcam HD,Accessoires,1,97.34,97.34,2024-07-31,livré,virement
4417,1040,Laptop Pro,Électronique,2,1324.17,2648.34,2025-10-26,livré,virement
4418,634,Montre Connectée,Électronique,1,384.4,384.4,2025-09-30,livré,carte
4419,673,Disque SSD 2To,Stockage,1,184.84,184.84,2025-12-18,livré,carte
4420,723,Enceinte Bluetooth,Audio,1,77.13,77.13,2024-05-01,livré,virement
4421,181,Écouteurs Sans Fil,Électronique,1,211.4,211.4,2024-06-24,en cours,virement
4422,79,Câble USB-C,Accessoires,1,21.88,21.88,2024-02-26,livré,carte
4423,1399,Écouteurs Sans Fil,Électronique,1,195.55,195.55,2024-12-21,en cours,virement
4424,731,Imprimante Laser,Électronique,1,270.57,270.57,2025-11-10,livré,carte
4425,1351,Clavier Mécanique,Accessoires,1,137.18,137.18,2025-09-28,livré,paypal
4426,1219,Coque Protection,Accessoires,1,32.48,32.48,2024-04-06,livré,carte
4427,1395,Tablette Air,Électronique,1,600.9,600.9,2024-11-15,en cours,virement
4428,1478,Webcam HD,Accessoires,1,98.78,98.78,2025-09-25,livré,carte
4429,217,Écouteurs Sans Fil,Électronique,2,209.21,418.42,2025-05-17,en cours,virement
4430,982,Enceinte Bluetooth,Audio,3,85.52,256.56,2025-05-15,livré,paypal
4431,85,Coque Protection,Accessoires,4,32.46,129.84,2025-04-25,livré,carte
4432,995,Routeur WiFi 6,Réseau,3,155.29,465.87,2025-05-16,livré,virement
4433,1317,Routeur WiFi 6,Réseau,3,150.35,451.05,2024-07-27,en cours,carte
4434,529,Webcam HD,Accessoires,4,89.4,357.6,2025-10-02,annulé,carte
4435,146,Laptop Pro,Électronique,1,1292.26,1292.26,2025-11-09,livré,virement
4436,150,Casque Audio Pro,Audio,2,326.55,653.1,2025-02-21,annulé,carte
4437,641,Hub USB,Accessoires,1,61.7,61.7,2025-12-31,livré,carte
4438,12,Hub USB,Accessoires,1,64.86,64.86,2024-03-21,livré,paypal
4439,88,Disque SSD 2To,Stockage,1,182.3,182.3,2024-10-16,livré,carte
4440,224,Coque Protection,Accessoires,1,31.79,31.79,2025-06-16,livré,carte
4441,1336,Imprimante Laser,Électronique,1,255.55,255.55,2025-04-13,livré,virement
4442,947,Casque Audio Pro,Audio,2,304.33,608.66,2025-01-28,livré,carte
4443,644,Hub USB,Accessoires,1,56.67,56.67,2025-01-22,annulé,paypal
4444,1364,Routeur WiFi 6,Réseau,1,149.3,149.3,2026-01-14,livré,carte
4445,1387,Smartphone X,Électronique,1,981.93,981.93,2025-03-22,livré,carte
4446,1336,Écouteurs Sans Fil,Électronique,2,213.6,427.2,2025-11-08,livré,paypal
4447,50,Câble USB-C,Accessoires,1,20.56,20.56,2025-11-06,livré,paypal
4448,447,Coque Protection,Accessoires,1,27.88,27.88,2024-03-21,livré,virement
